city,section,subsection,text
Seoul,See,,"While Seoul today is mostly known as a super-modern mega-city that is home to skyscrapers, malls, and millions of electronic-mad Koreans, the city contains over 2,000 years of history. The city contains 4 UNESCO sites marking important monuments from its 505 years as the capital of the Joseon Dynasty. Originally a walled city with 20 ft (6.1 m) stone walls and narrow lanes inside. Though many buildings were destroyed or damaged during the violent events of the first half of the 20th century, much of its historic core remains. So, anyone staying in Seoul should visit the many historical treasures the city has to offer, including the many palaces and city gates within the Jongno district."
Seoul,See,,"Seoul has been a capital of Korea since the Joseon Dynasty. Starting from the Gyeongbokgung, many palaces were built for kings and royal family. The most important of them are called Five Grand Palaces (5대궁). Gyeongbokgung Palace is the grandest and most important palace, and is also the site of the Joseon Palace Museum and Korean Folk Museum . The main gate of the palace, Gwanghwamun , and its plaza are the center of Seoul. Changdeokgung , a UNESCO World Heritage Site , was the most favored residential palace of the Joseon Royal Family. It also has the beautiful garden named Secret Garden (Also was called 'Forbidden Garden'). Changgyeonggung and Gyeonghuigung are less famous due to extensive damage sustained after the fall of the Joseon Dynasty; Changgyeonggung was once a zoo, and Gyeonghuigung was once a high school. Finally, Deoksugung was used during the last years of the monarchy. It has a harmony of both traditional and western building design. All of these palaces have a thicker, more informative pamphlet for ₩500, which is worth the cost."
Seoul,See,,"There are several traditional spots in Seoul besides palaces. Jongmyo Shrine is where the kings of the Joseon Dynasty are enshrined, and the Jongmyo Jerye ceremony, in which descendants of the Joseon royal family honor their ancestors, is held here every year. Jogyesa Temple and Bongeunsa Temple are notable Buddhist temples for experiencing Korean Buddhism."
Seoul,See,,"Seoul is full of parks. Along the Han River (Hangang, 한강), there are Hangang Citizen's Park . It is in many districts, and each have a distinct spots. You can cycle along the river or buy a snack or souvenir at the night market. Among those, Banpo Hangang Park is most famous. You can see the fountain on the Banpo bridge, go to Some Sevit (an artificial floating island), or exercise at the Seorae island."
Seoul,See,,"There are several unique parks that were repurposed from other uses. Seoul Forest was changed from a racecourse to a park with deer and a greenhouse. Olympic Park was built on ancient fortification walls, and holds many venues used in the 1988 Olympics. Worldcup Park was a landfill, but was turned into a large park with a soccer stadium, and is famous for silver grass. Seonyudo Park was a water filtration plant and was changed to ecological park above the remnants of old tanks and reservoirs. Other famous parks include Children's Grand Park and Dream Forest . Haneul Park is one of the largest parks in Seoul."
Seoul,See,,"Seoul is also surrounded by many mountains (san, 산). You can hike along the people and feel the nature in the middle of city. Notable mountains are Namsan (남산), Gwanaksan (관악산), Bukhansan (북한산), Suraksan (수락산)."
Seoul,See,,"Seoul has been a capital for more than 600 years, and has a lot of museums. The most important museum is definitely National Museum of Korea at Yongsan. This houses the highlight of 5,000 years of Korean history and its exquisite treasures. Other historical museums include National Museum of Korean Contemporary History , National Folk Museum , Joseon Palace Museum at Jongno."
Seoul,See,,"If you are fan of art, there are many art museums as well. Seoul Museum of Art is near the city hall and is free. National Museum of Modern and Contemporary Arts , which used to be at Gwacheon , has a separate Seoul branch near Bukchon and inside the Duksugung Palace. Leeum Museum at Itaewon is one of the best private-owned museums in Korea, and the Dongdaemun Design Plaza hosts the exhibition from Kansong Museum."
Seoul,See,,"There are other interesting museums in the city; War memorial of Korea houses military armor and aircraft, National Hangul Museum shows the history of Korean writing system, Seodaemun Prison preserves the actual prison used during the Japanese Colonization period."
Seoul,See,,"Gyeongbokgung Palace. In 1-91, Sejongno, Jongno-gu. The Gyeongbokgung, which means ""Palace Greatly Blessed by Heaven."", was built in 1395 in Joseon Dynasty. It was the heart of Joseon Dynasty because the government ministry district was focused here. Even after it was razed by the Japanese during Hideyoshi invasions of 1592–1598, it was reconstructed in 1876, only for many buildings to be razed again by the Japanese during the occupation from 1910–1945. Nevertheless, Gyeongbokgung remains one of the most magnificent and historically most significant places in Seoul, and restoration to its pre-Japanese occupation state continues to be take place at a painstaking pace. It opens everyday except Tuesday. There is also a free guide tour for tourists every day (English : 11:00, 13:30, 15:30). It is also good to take the opportunity of night opening, which is held a few days every a year, you have to reserve a place online. You can access the palace by subway (Gyeongbokgung Palace station Exit 5, Subway line 3) or Seoul City Tour Bus."
Seoul,See,,"Hangang Citizen's Park . Alongside the Han River through 13 districts: Gwangnaru, Jamsil, Gangdong, Ttukseom, Jamwon, Banpo, Ichon, Yeouido, Yanghwa, Mangwon, Seonyudo, Nanji, and Gangseojigu. You can see many people strolling or jogging along the trail paths, as well as in-line skaters, bicyclists, and soccer fields or basketball courts. Yeouido, Jamsil, and Ttukseom districts are especially popular because of the cruise services on the Han River."
Seoul,See,,"Naksan Park. Naksan Park is the old city street of Hanyang Castle. Nowadays, you can enjoy the scenery by climbing up the city road like a park, and you can also use the Especially, the lights installed on the city road and the panoramic view of the city. It is considered a popular night view spot in Seoul."
Seoul,See,"Palaces, shrines, and walls of Joseon Dynasty and other traditional sites","Seoul has been a capital of Korea since the Joseon Dynasty. Starting from the Gyeongbokgung, many palaces were built for kings and royal family. The most important of them are called Five Grand Palaces (5대궁). Gyeongbokgung Palace is the grandest and most important palace, and is also the site of the Joseon Palace Museum and Korean Folk Museum . The main gate of the palace, Gwanghwamun , and its plaza are the center of Seoul. Changdeokgung , a UNESCO World Heritage Site , was the most favored residential palace of the Joseon Royal Family. It also has the beautiful garden named Secret Garden (Also was called 'Forbidden Garden'). Changgyeonggung and Gyeonghuigung are less famous due to extensive damage sustained after the fall of the Joseon Dynasty; Changgyeonggung was once a zoo, and Gyeonghuigung was once a high school. Finally, Deoksugung was used during the last years of the monarchy. It has a harmony of both traditional and western building design. All of these palaces have a thicker, more informative pamphlet for ₩500, which is worth the cost."
Seoul,See,"Palaces, shrines, and walls of Joseon Dynasty and other traditional sites","There are several traditional spots in Seoul besides palaces. Jongmyo Shrine is where the kings of the Joseon Dynasty are enshrined, and the Jongmyo Jerye ceremony, in which descendants of the Joseon royal family honor their ancestors, is held here every year. Jogyesa Temple and Bongeunsa Temple are notable Buddhist temples for experiencing Korean Buddhism."
Seoul,See,"Palaces, shrines, and walls of Joseon Dynasty and other traditional sites","Gyeongbokgung Palace. In 1-91, Sejongno, Jongno-gu. The Gyeongbokgung, which means ""Palace Greatly Blessed by Heaven."", was built in 1395 in Joseon Dynasty. It was the heart of Joseon Dynasty because the government ministry district was focused here. Even after it was razed by the Japanese during Hideyoshi invasions of 1592–1598, it was reconstructed in 1876, only for many buildings to be razed again by the Japanese during the occupation from 1910–1945. Nevertheless, Gyeongbokgung remains one of the most magnificent and historically most significant places in Seoul, and restoration to its pre-Japanese occupation state continues to be take place at a painstaking pace. It opens everyday except Tuesday. There is also a free guide tour for tourists every day (English : 11:00, 13:30, 15:30). It is also good to take the opportunity of night opening, which is held a few days every a year, you have to reserve a place online. You can access the palace by subway (Gyeongbokgung Palace station Exit 5, Subway line 3) or Seoul City Tour Bus."
Seoul,See,Parks and mountains,"Seoul is full of parks. Along the Han River (Hangang, 한강), there are Hangang Citizen's Park . It is in many districts, and each have a distinct spots. You can cycle along the river or buy a snack or souvenir at the night market. Among those, Banpo Hangang Park is most famous. You can see the fountain on the Banpo bridge, go to Some Sevit (an artificial floating island), or exercise at the Seorae island."
Seoul,See,Parks and mountains,"There are several unique parks that were repurposed from other uses. Seoul Forest was changed from a racecourse to a park with deer and a greenhouse. Olympic Park was built on ancient fortification walls, and holds many venues used in the 1988 Olympics. Worldcup Park was a landfill, but was turned into a large park with a soccer stadium, and is famous for silver grass. Seonyudo Park was a water filtration plant and was changed to ecological park above the remnants of old tanks and reservoirs. Other famous parks include Children's Grand Park and Dream Forest . Haneul Park is one of the largest parks in Seoul."
Seoul,See,Parks and mountains,"Seoul is also surrounded by many mountains (san, 산). You can hike along the people and feel the nature in the middle of city. Notable mountains are Namsan (남산), Gwanaksan (관악산), Bukhansan (북한산), Suraksan (수락산)."
Seoul,See,Parks and mountains,"Hangang Citizen's Park . Alongside the Han River through 13 districts: Gwangnaru, Jamsil, Gangdong, Ttukseom, Jamwon, Banpo, Ichon, Yeouido, Yanghwa, Mangwon, Seonyudo, Nanji, and Gangseojigu. You can see many people strolling or jogging along the trail paths, as well as in-line skaters, bicyclists, and soccer fields or basketball courts. Yeouido, Jamsil, and Ttukseom districts are especially popular because of the cruise services on the Han River."
Seoul,See,Parks and mountains,"Naksan Park. Naksan Park is the old city street of Hanyang Castle. Nowadays, you can enjoy the scenery by climbing up the city road like a park, and you can also use the Especially, the lights installed on the city road and the panoramic view of the city. It is considered a popular night view spot in Seoul."
Seoul,See,Notable museums,"Seoul has been a capital for more than 600 years, and has a lot of museums. The most important museum is definitely National Museum of Korea at Yongsan. This houses the highlight of 5,000 years of Korean history and its exquisite treasures. Other historical museums include National Museum of Korean Contemporary History , National Folk Museum , Joseon Palace Museum at Jongno."
Seoul,See,Notable museums,"If you are fan of art, there are many art museums as well. Seoul Museum of Art is near the city hall and is free. National Museum of Modern and Contemporary Arts , which used to be at Gwacheon , has a separate Seoul branch near Bukchon and inside the Duksugung Palace. Leeum Museum at Itaewon is one of the best private-owned museums in Korea, and the Dongdaemun Design Plaza hosts the exhibition from Kansong Museum."
Seoul,See,Notable museums,"There are other interesting museums in the city; War memorial of Korea houses military armor and aircraft, National Hangul Museum shows the history of Korean writing system, Seodaemun Prison preserves the actual prison used during the Japanese Colonization period."
Seoul,Buy,,"Seoul features some of the largest malls in Asia, including COEX Mall and Lotte World Mall , both east of Gangnam. They all offer a wide range of Korean and international brands with a focus on a more upscale selection. During weekends, they tend to get very crowded. Additionally, there are several very large department stores scattered throughout the city which provide a comparatively large selection on up to 12 floors."
Seoul,Buy,,"Fashion shopping in Seoul isn't a mere industry, it's an art form. Trends often begin in University areas like Hongdae . Hongik University boasts Korea's most famous art school, thus fashion in this area is often influenced by the students' artistic sensibilities. The shops in this area feature funky, punky, boho, and vintage style. Ewha Women's University also has a big shopping area in front of its main gate, as do many of the Women's colleges. Many trends also originate here. There are even seamstresses who can help you make your own designs come to life."
Seoul,Buy,,"Seongsu also is rapidly becoming the center of fashion in Seoul. It was once an industrial complex, but now it's home to new fashions such as hip-hop, reggae, vintage, and gukdu, as the abandoned factories have been redecorated by young people. Nearby is Ttukseom Hangang Park, where you can enjoy Korea's famous fried chicken and beer."
Seoul,Buy,,"South Korea is a major shopping destination for Chinese and Japanese these days, with many dedicated duty-free shops available in Seoul. Korean Won, Japanese Yen and US dollars are accepted, along with major credit cards. Most shops have staff who can speak Japanese. There are duty-free shops in both the Incheon airport and the major department stores: Lotte, Shilla Hotel. There are other duty-free shops at Walkerhill Hotel, SKM DFS in COEX Mall."
Seoul,Buy,Malls,"Seoul features some of the largest malls in Asia, including COEX Mall and Lotte World Mall , both east of Gangnam. They all offer a wide range of Korean and international brands with a focus on a more upscale selection. During weekends, they tend to get very crowded. Additionally, there are several very large department stores scattered throughout the city which provide a comparatively large selection on up to 12 floors."
Seoul,Buy,Fashion,"Fashion shopping in Seoul isn't a mere industry, it's an art form. Trends often begin in University areas like Hongdae . Hongik University boasts Korea's most famous art school, thus fashion in this area is often influenced by the students' artistic sensibilities. The shops in this area feature funky, punky, boho, and vintage style. Ewha Women's University also has a big shopping area in front of its main gate, as do many of the Women's colleges. Many trends also originate here. There are even seamstresses who can help you make your own designs come to life."
Seoul,Buy,Fashion,"Seongsu also is rapidly becoming the center of fashion in Seoul. It was once an industrial complex, but now it's home to new fashions such as hip-hop, reggae, vintage, and gukdu, as the abandoned factories have been redecorated by young people. Nearby is Ttukseom Hangang Park, where you can enjoy Korea's famous fried chicken and beer."
Seoul,Buy,Duty free,"South Korea is a major shopping destination for Chinese and Japanese these days, with many dedicated duty-free shops available in Seoul. Korean Won, Japanese Yen and US dollars are accepted, along with major credit cards. Most shops have staff who can speak Japanese. There are duty-free shops in both the Incheon airport and the major department stores: Lotte, Shilla Hotel. There are other duty-free shops at Walkerhill Hotel, SKM DFS in COEX Mall."
Seoul,Eat,,"Much of Korean social life revolves around food and the city is packed with restaurants, so you would have to be determined to starve to death in Seoul. This fate may still befall you if you insist on English menus and meals consisting only of easily identifiable, familiar ingredients, so see South Korea#Eat for a quick Korean menu reader. An alternative is to just point and eat, your hosts generally will accommodate. If you look in the right places, a good meal (lunch or dinner) including side dishes can cost ₩5,000 or less (try basements of large department stores)."
Seoul,Eat,,"In addition to Korean food, Japanese restaurants in Seoul tend to be excellent, featuring excellent sushi and sashimi. Chinese restaurants exist, but are typically adapted to suit local preferences. There are a few Italian restaurants; these are generally excellent, with chefs trained in Italy, although flavors tend to be more or less Koreanized, with sugar in the garlic bread and meatballs."
Seoul,Eat,,"Bakeries are found throughout, including some of the common big chains."
Seoul,Eat,,"Seoul has plenty of budget places to eat. Everything from convenience store junk food and noodles to street stall food and lots of 24 hr Korean fast food restaurants. The 24-hour restaurants are great because they've usually got a wide variety of foods, including: mandu, odeng, ddeokbokki, naengmyeon, udong and ramyeon. Prices do vary from about ₩2,000-9,000 at these restaurants. Also open late into the night are Korean BBQ restaurants, which are everywhere in Seoul.  These can be very cheap and are usually of good quality.  Barbecue options usually are limited to pork and beef, and they often come with a smattering of side dishes. Korean BBQ is, in itself, an experience that makes you feel like a Seoulite. The larger department stores in the city have basement food courts that offer excellent food (not recommended if you care about atmosphere)."
Seoul,Eat,,"Don't be surprised if you find yourself with 5 plates even though you only ordered one, most main dishes are served banchan , side dishes such as kimchi , fermented vegetables with spices, and soup to rinse your palate before and/or after eating. While this is great, this could also be the reason why some restaurants doesn't accept solo dining, especially in Korean BBQ, since the portions might be too much for a single person; always make sure to ask if it's ok to eat alone by telling them “han myung” – a table for one person."
Seoul,Eat,,"Public trash bins around Seoul are rare. If you're eating street food, you can hand back leftover trash, like skewers, to the food vendors or throw it away in their trash bags. Some leave a box for trash in front of their stand. Other places to find trash bins are restrooms and convenience stores."
Seoul,Eat,,"This page uses the following price ranges for a typical meal for one , including soft drink:"
Seoul,Eat,,Budget
Seoul,Eat,,"<₩15,000"
Seoul,Eat,,Mid-range
Seoul,Eat,,"₩15,000–35,000"
Seoul,Eat,,Splurge
Seoul,Eat,,">₩35,000"
Seoul,Drink,,"Seoul features a mind-bogglingly large array of nightspots catering to every taste and budget. Hongdae and Sinchon in Seodaemun-Mapo are Seoul's most active nightlife districts. Itaewon in Yongsan is Seoul's international district, with a wide variety of Western-styled venues to eat and drink. Since many foreigners congregate there, Itaewon remains somewhat of a niche nightlife area for Koreans interested in a more international scene. Itaewon is also home to the highest concentration of gay bars in Seoul, in an alleyway known as ""Homo Hill"". Much nightlife in Seoul revolves around soju. Soju is a traditional Korean spirit that comes in many varieties, including original and many kinds of fruit-flavored soju."
Seoul,Sleep,,"Seoul has two unofficial backpacker districts, Jongno (Anguk/Sinseol-dong) to the northeast of the city and Hongdae-Sinchon out to the west. Within walking distance to Dongdaemun Market, Jongno is better located for sightseeing and can be reached directly from Incheon Airport on limousine buses or city bus 6002 to Sinseol-dong stop (₩9,000, 90 min)."
Seoul,Sleep,,"There are many budget accommodation places across Seoul. Hongdae, Itaewon, Myeongdong and Jongno (Hanok area) are traditional hot spots for Foreign Individual Travelers (FIT). Furthermore, Gangnam is emerging thanks to the huge success of the eponymous song.
Hongdae, Sinchon area is in university area. Yonsei Univ., Ehwa woman's Univ., Hongik Univ. and Sogang Univ. are around this area. so there are many restaurants, bar, club and shopping center and easy to be reached from Incheon Airport by limousine bus and Arex (Airport express train) in 1 hour."
Seoul,Sleep,,"Gangnam has a wide range of luxury with the Imperial Palace Hotel, the Park Hyatt Seoul and the Ritz-Carlton Seoul."
Seoul,Sleep,,"Most points of interest are along subway lines 1, 2, 3, and 4. So it's best to reside somewhere near a station on one or two of those lines."
Seoul,Stay safe,,"Seoul is a remarkably safe city despite its size, comparable in safety to Hong Kong or Tokyo . Pickpocketing is not very common and violent crime is very rare. There are very few places where CCTV cameras are absent."
Seoul,Stay safe,,"If you happen to be a non-Korean man walking hand-in-hand with a Korean woman, drunk older Korean men might give you a tongue lashing or occasionally worse. This is far less of a problem than it used to be."
Seoul,Stay safe,,"If you do end up in a fight and the attacker gets hurt, the fact that you didn't start the fight may not give you legal protection."
Seoul,Stay safe,,"Do not try to use drones to take pictures in Seoul, because most of the city (especially north of Han river) is a restricted flight area."
Seoul,Stay safe,,"Unfortunately, crimes by American soldiers against Koreans do happen, and when they do they often receive a huge amount of national attention. If you are a Westerner then you should exercise some extra care when such a case hits the media, although it is still highly unlikely you would be in any danger."
Seoul,Stay safe,,"Protesting : Large-scale demonstrations against the government happen from time to time. Often they can result in violence where there are pitched battles between protesters and combat police. People do get seriously hurt, so try to avoid getting too close to the action."
Seoul,Stay safe,,"Fake monks have been known to operate in Seoul, notably around the Jogyesa temple. They are dressed as Buddhist monks requesting donations from people on the street in return for blessings, although they do not actually belong to any Buddhist order and just keep the cash for themselves. Actual monks would never seek donations in this manner. If you want to donate money, put it into the donation box in temples."
Seoul,Stay safe,,"Scams: Be wary of Korean people randomly coming to teach you about Korean culture and inviting you to try a Korean tradition in their studio. They tend to be very friendly to foreigners, offer to try a traditional Korean outfit and see a real-life Korean ceremony and then ask for money during or after it is done."
