city,section,subsection,text
Cairo,See,,"30.0475 31.262222 3 Khan El Khalily . Cairo's souk area where visitors will find many merchants selling perfume, spices, gold, Egyptian handicrafts."
Cairo,See,,"30.0417 31.2483 4 Abdeen Palace . About 1 km east of Midan El-Tahrir, it was the royal residence until the Egyptian monarchy was deposed in 1952. ( updated Jan 2018 )"
Cairo,See,,"Pharaonic Village . Welcome to Egyptland! Especially if you've kids in tow, this showground and retail park will give you an instant Egypt-in-miniature. In Giza about 20 minutes drive from Downtown. ( updated Jan 2018 )"
Cairo,See,,"29.8 31.233333 5 Dahshur Pyramids . For a contrast to touristy Pyramids of Giza, head south to the oldest known pyramid, the Red Pyramid. The neglected Dahshur Pyramids are interesting and worth a visit, considering its history and the hassle-free atmosphere. Also, see the weird Bent Pyramid there and hike around the area to the Black Pyramid. The Red Pyramid has an entrance to the inside, which you can climb down. ( updated Jan 2018 )"
Cairo,See,,"Also, the pyramids of Saqqara and Memphis offer an easy day trip out of Cairo."
Cairo,See,Further afield,"29.8 31.233333 1 Dahshur Pyramids . For a contrast to touristy Pyramids of Giza, head south to the oldest known pyramid, the Red Pyramid. The neglected Dahshur Pyramids are interesting and worth a visit, considering its history and the hassle-free atmosphere. Also, see the weird Bent Pyramid there and hike around the area to the Black Pyramid. The Red Pyramid has an entrance to the inside, which you can climb down. ( updated Jan 2018 )"
Cairo,See,Further afield,"Also, the pyramids of Saqqara and Memphis offer an easy day trip out of Cairo."
Cairo,Buy,,"ATMs are found in various places throughout downtown . A more secure option are the ATMs in the five star hotels. There also are numerous places that handle currency exchange, or you can try any major bank such as HSBC or Commercial International Bank for currency exchanges or redeeming travellers cheques. There also are a number of Citibank [dead link] branches in Cairo."
Cairo,Buy,,"Foreign currencies can also be exchanged for Egyptian pound in all the Egyptian banks like Banque Misr , National Bank of Egypt [dead link] , Banque de Caire [dead link] , Arab African Bank [dead link] , the United Bank [dead link] , or the large branches of Bureau de Change."
Cairo,Buy,,"Many merchants will try to scam you out of as much as they possibly can. A particularly common trick are the papyrus museums. They come in many different flavours, but they often call themselves galleries, museums or workshops. You will be given a brief talk or demonstration on how papyrus is made, and warned against cheaper shops that make their papyrus from banana leaf (though no matter where you go, no one has a sample to show you, questioning the legitimacy of this ""warning""). The prices will be in the hundreds, and you will be offered what appears to be an excellent discount. If you look around, however, you will see most of what they offer is worth LE1-5 at the most. Tour guides, taxi drivers and hotel staff are all in on this, and will often get a 50% commission if they lead an unwitting tourist into this trap."
Cairo,Buy,,"The Khan El-Khalili bazaar is a giant souq in Islamic Cairo . The merchants here are ravenous and skilled, so don't fall for the hard sell and be prepared to haggle . This is a great place to buy rustic glassware and perfume bottles. Be choosy."
Cairo,Buy,,"Zamalek has a number of small, but high-end shops, along with shops selling crafts, jewelry and other items. Fair Trade Cairo in Zamalek is a great shop selling high quality crafts made by local artisans. Nefertari, also in Zamalek, has wonderful organic cotton linens, skin care products, and the like. There is also Nomad, that has a small, charming second floor showroom in Zamalek, as well as Nagada, and Khan Misr Taloun. Diwan, in Zamalek, is a very nice primarily English-language bookstore."
Cairo,Buy,,"Midan Talaat Harb and surrounding streets, including Talaat Harb Street, are home to countless shops, selling everything from shoes and books to sweets."
Cairo,Buy,,"The Midan Ataba area in Downtown Cairo is home to large bookseller markets, where you can find inexpensive books, as well as electronics and clothing markets, but be aware of the over crowding, as it is easier to pickpocket."
Cairo,Eat,,"Cairo has an enormous number of restaurants, catering to most needs. Ironically though, one may want to avoid any restaurants listed in popular guidebooks. Egyptian restaurants have a habit of after being listed, cooking up a special English menu with vastly inflated prices. That said, cheap food can be found everywhere in street restaurants and snack stalls. The top notch restaurants are often, but not always, found in hotels and Nile boats. The borders between restaurants and cafes are not crystal-clear in the Egyptian capital. In many places it is perfectly acceptable to just have a drink or sheesha . Medium and high-range outlets might have a minimum charge. Cheaper restaurants will normally not serve alcohol as well as some more expensive outlets."
Cairo,Eat,,"In general, downtown is good for budget eating, while for higher quality eating you should head to Zamalek , Mohandiseen or any of the other more affluent parts of town."
Cairo,Eat,,"Traditional Egyptian staples are available almost everywhere. In stalls and street restaurants you will find traditional dishes like fūl (bean paste), falāfel , moussaka , koshari (rice, macaroni, lentils, chick peas and tomato sauce), feTīr (pancakes with different fillings) and shawarma (an import from Lebanon and Syria — pieces of roasted meat usually wrapped in bread). Cheaper places will only serve up vegetables and maybe beef hot dogs or corned beef. Eggs, fried potatoes and salads are also usually available. Hygiene varies wildly and the best advice is to go for the most visited places. Avoid empty restaurants as the food will be less fresh. Especially downtown, you can find many good koshari shops, including many outlets of the excellent Koshari Tahrir chain. Delicious and cheap fūl, falāfel, and shawarma sandwiches can be bought at the many outlets of popular Gad fast food chain dotted around Cairo. The average price for a tub of takeaway koshari is LE3-5, fūl or falāfel sandwiches is LE1-1.5, and shawarma sandwiches are LE4-8."
Cairo,Eat,,"In the medium and upper price range your choice of traditional Egyptian food will be more limited. Although the situation is improving, traditionally Egyptian gastronomical experiences are still mostly restricted to private homes. Quality chain restaurants like Felfela (several outlets), Abou El Sid (Zamalek, Maadi and Dokki), Cairo Kitchen (Zamalek and Maadi), and Abou Shakra offer authentic Egyptian food."
Cairo,Eat,,"Otherwise oriental or Middle Eastern restaurants tend to mix styles or completely go for more Lebanese-style eating, considered more stylish by rich Cairenes. The good side of this is that Cairo is blessed with many quality Lebanese outfits, from chains like Dar Al-Qamar to stylish restaurant establishments. Additionally, Turkish food and restaurants catering to Gulf visitors can be found."
Cairo,Eat,,"Cairo has a growing number of Western fast food outlets available - these are, incidentally, some of the best places to see young Cairenes relaxing together, as fast food restaurants are apparently considered among the hippest places to hang out. McDonalds [dead link] , Hardees [dead link] , Pizza Hut [dead link] , and KFC [dead link] are spread about the city, but they are relatively more expensive. Most of these also offer free wireless internet."
Cairo,Eat,,"The Tahrir Table 11 Tahrir square next to KFC. Owned by a Swedish lady, meals from locally inspired food to international dishes. View of Tahrir square in the second floor. Beer and wine served."
Cairo,Eat,,"Mo'men chain [dead link] , Cook Door the Egyptian equivalent of McDonald's has similar menu with similar prices and free wireless internet."
Cairo,Eat,,"Lighter meals like sandwiches and salads as well as pastries can be found in western-style bakeries and cafes. Popular chains like Cilantro , Beanos , Costa , and The Marriott Bakery as well as individual outlets all offer more or less similar dishes. Most of these places also offer free wireless internet."
Cairo,Eat,,"There is also a cute TGI Friday's [dead link] on the Nile banks at the entrance of Maadi, serving beer but no wine. Gezira also has its very own Chili's. For burgers, you can also try Fuddrucker's (Maadi and Mohandesseen) or Lucille's in Ma'adi (54 Road n° 9) which is owned by an American woman. Maison Thomas has several branches throughout Cairo, including Mohandiseen, Zamalek, and Maadi, and serves some of the best pizza in Cairo. There is an Italian place called the Mint in Mohandesseen 30 Gezirt Al Arab St. open 9AM-1:30AM, which boasts a very stylish interior, however it's alcohol free. If you prefer more stylish international dining, Cairo offers a wide variety: Italian, Chinese and Japanese outlets in addition to the ambiguous continental cooking abound, especially in areas like Zamalek, Mohandseen and Dokki. Rossini fish restaurant 66 Omar Ibn El Khatab ST +202 2291-8282, Cedars 42 Gezerit Al Arab Mohandeseen +202 3345-0088, this Lebanese restaurant is a favorite with Mohandesseen's ladies who can order grills and salads in a specious outdoor terrace."
Cairo,Eat,,"For health reasons it is advisable not to drink tap water or eat unpeeled fresh fruits and vegetables—at least for the first few days of the visit. There are few solely vegetarian options, L'aubergine in Zamalek is a good restaurant for vegetarian food. Otherwise, Egyptian cuisine is dominated by vegetable courses, but be aware of ""hidden"" meat in stock, sauces and the like. One should also be cautious about frozen drinks or ice creams sold outside of main hotels. Also, if served eggs, one should be cautious to ensure that they are fully cooked (sunny side up eggs may allow certain organisms to be transmitted)."
Cairo,Eat,,"The Metro chain and Alfa Market dotted around Cairo are convenient supermarkets. They often stock Western brands. Otherwise vegetables and fruit are plentiful and cheap. Bakeries such as The Bakery chain sell western-style bread and pastries. Organic food from the local ISIS brand is available at the supermarkets Metro and Carrefour and the Sekem Shop in Ahmed Sabri Street (شارع احمد صبر), Zamalek ."
Cairo,Eat,,"By far the cheapest and most satisfying option, buying from souks and outdoor markets makes for a crash course in Arabic and haggling, not to mention that the produce is often superb! Bread can be found on nearly every corner and comes in two types - whole wheat aysh baladi and white flour aysh shami . Both are baked fresh daily and delivered by thousands of kids on bicycles to every corner of the city. Every neighborhood has a few streets dedicated to produce and other goods. Always wash fruit thoroughly before eating. Eating a fresh Roma tomato in the heat of Summer straight from a market seller after being washed is a delight, hard to match. The fruits and vegetables in Egypt may not conform to EU or US standards of size, but their taste is far superior."
Cairo,Eat,,"Small bakeries ( furne ) sell every kind of baked good imaginable - ranging from Italian style bread sticks with nigella and sesame seeds to croissants, donuts and anything with dates in it. Fresh goods from these bakeries offers a nice alternative to the standard Egyptian breakfast of beans, beans, and beans, as well as the fact that this bread is very cheap."
Cairo,Eat,,"This page uses the following price ranges for a typical meal for one , including soft drink:"
Cairo,Eat,,Budget
Cairo,Eat,,Under LE10
Cairo,Eat,,Mid-range
Cairo,Eat,,LE10-40
Cairo,Eat,,Splurge
Cairo,Eat,,Over LE40-100
Cairo,Eat,Egyptian and Middle Eastern food,"Traditional Egyptian staples are available almost everywhere. In stalls and street restaurants you will find traditional dishes like fūl (bean paste), falāfel , moussaka , koshari (rice, macaroni, lentils, chick peas and tomato sauce), feTīr (pancakes with different fillings) and shawarma (an import from Lebanon and Syria — pieces of roasted meat usually wrapped in bread). Cheaper places will only serve up vegetables and maybe beef hot dogs or corned beef. Eggs, fried potatoes and salads are also usually available. Hygiene varies wildly and the best advice is to go for the most visited places. Avoid empty restaurants as the food will be less fresh. Especially downtown, you can find many good koshari shops, including many outlets of the excellent Koshari Tahrir chain. Delicious and cheap fūl, falāfel, and shawarma sandwiches can be bought at the many outlets of popular Gad fast food chain dotted around Cairo. The average price for a tub of takeaway koshari is LE3-5, fūl or falāfel sandwiches is LE1-1.5, and shawarma sandwiches are LE4-8."
Cairo,Eat,Egyptian and Middle Eastern food,"In the medium and upper price range your choice of traditional Egyptian food will be more limited. Although the situation is improving, traditionally Egyptian gastronomical experiences are still mostly restricted to private homes. Quality chain restaurants like Felfela (several outlets), Abou El Sid (Zamalek, Maadi and Dokki), Cairo Kitchen (Zamalek and Maadi), and Abou Shakra offer authentic Egyptian food."
Cairo,Eat,Egyptian and Middle Eastern food,"Otherwise oriental or Middle Eastern restaurants tend to mix styles or completely go for more Lebanese-style eating, considered more stylish by rich Cairenes. The good side of this is that Cairo is blessed with many quality Lebanese outfits, from chains like Dar Al-Qamar to stylish restaurant establishments. Additionally, Turkish food and restaurants catering to Gulf visitors can be found."
Cairo,Eat,Western and Asian food,"Cairo has a growing number of Western fast food outlets available - these are, incidentally, some of the best places to see young Cairenes relaxing together, as fast food restaurants are apparently considered among the hippest places to hang out. McDonalds [dead link] , Hardees [dead link] , Pizza Hut [dead link] , and KFC [dead link] are spread about the city, but they are relatively more expensive. Most of these also offer free wireless internet."
Cairo,Eat,Western and Asian food,"The Tahrir Table 11 Tahrir square next to KFC. Owned by a Swedish lady, meals from locally inspired food to international dishes. View of Tahrir square in the second floor. Beer and wine served."
Cairo,Eat,Western and Asian food,"Mo'men chain [dead link] , Cook Door the Egyptian equivalent of McDonald's has similar menu with similar prices and free wireless internet."
Cairo,Eat,Western and Asian food,"Lighter meals like sandwiches and salads as well as pastries can be found in western-style bakeries and cafes. Popular chains like Cilantro , Beanos , Costa , and The Marriott Bakery as well as individual outlets all offer more or less similar dishes. Most of these places also offer free wireless internet."
Cairo,Eat,Western and Asian food,"There is also a cute TGI Friday's [dead link] on the Nile banks at the entrance of Maadi, serving beer but no wine. Gezira also has its very own Chili's. For burgers, you can also try Fuddrucker's (Maadi and Mohandesseen) or Lucille's in Ma'adi (54 Road n° 9) which is owned by an American woman. Maison Thomas has several branches throughout Cairo, including Mohandiseen, Zamalek, and Maadi, and serves some of the best pizza in Cairo. There is an Italian place called the Mint in Mohandesseen 30 Gezirt Al Arab St. open 9AM-1:30AM, which boasts a very stylish interior, however it's alcohol free. If you prefer more stylish international dining, Cairo offers a wide variety: Italian, Chinese and Japanese outlets in addition to the ambiguous continental cooking abound, especially in areas like Zamalek, Mohandseen and Dokki. Rossini fish restaurant 66 Omar Ibn El Khatab ST +202 2291-8282, Cedars 42 Gezerit Al Arab Mohandeseen +202 3345-0088, this Lebanese restaurant is a favorite with Mohandesseen's ladies who can order grills and salads in a specious outdoor terrace."
Cairo,Eat,Hygiene and diet issues,"For health reasons it is advisable not to drink tap water or eat unpeeled fresh fruits and vegetables—at least for the first few days of the visit. There are few solely vegetarian options, L'aubergine in Zamalek is a good restaurant for vegetarian food. Otherwise, Egyptian cuisine is dominated by vegetable courses, but be aware of ""hidden"" meat in stock, sauces and the like. One should also be cautious about frozen drinks or ice creams sold outside of main hotels. Also, if served eggs, one should be cautious to ensure that they are fully cooked (sunny side up eggs may allow certain organisms to be transmitted)."
Cairo,Eat,Self-catering,"The Metro chain and Alfa Market dotted around Cairo are convenient supermarkets. They often stock Western brands. Otherwise vegetables and fruit are plentiful and cheap. Bakeries such as The Bakery chain sell western-style bread and pastries. Organic food from the local ISIS brand is available at the supermarkets Metro and Carrefour and the Sekem Shop in Ahmed Sabri Street (شارع احمد صبر), Zamalek ."
Cairo,Eat,Self-catering,"By far the cheapest and most satisfying option, buying from souks and outdoor markets makes for a crash course in Arabic and haggling, not to mention that the produce is often superb! Bread can be found on nearly every corner and comes in two types - whole wheat aysh baladi and white flour aysh shami . Both are baked fresh daily and delivered by thousands of kids on bicycles to every corner of the city. Every neighborhood has a few streets dedicated to produce and other goods. Always wash fruit thoroughly before eating. Eating a fresh Roma tomato in the heat of Summer straight from a market seller after being washed is a delight, hard to match. The fruits and vegetables in Egypt may not conform to EU or US standards of size, but their taste is far superior."
Cairo,Eat,Self-catering,"Small bakeries ( furne ) sell every kind of baked good imaginable - ranging from Italian style bread sticks with nigella and sesame seeds to croissants, donuts and anything with dates in it. Fresh goods from these bakeries offers a nice alternative to the standard Egyptian breakfast of beans, beans, and beans, as well as the fact that this bread is very cheap."
Cairo,Drink,,"Cairo has a wide range of drinking options from the very traditional to fashionable and modern. At the other end of the scale, almost any street in Cairo has a traditional coffee house, ´ahwa, a traditionally male institution of social life tracing many hundreds of years back in history. Besides that you'll find everything from fruit stalls to patisseriés and bakeries and modern cafés whipping up all varieties of modern European coffee. In addition to the traditional Turkish coffee and shai tea, virtually everywhere you'll find drinks like hibiscus tea kerkedeeh , served warm or cold depending on season, sahleb , a milk-based drink usually served in winter, fakhfakhenna (a kind of fruit salad), sugarcane juice, mango and tamarind juice, Tamr hindi ."
Cairo,Drink,,"Cairo remains one of the best cities in the world to sample the traditional coffee house culture of the region. They are called maqhâ in Standard Arabic, but in the local dialect this is turned into ´ahwa . The Turkish coffee remains an invariable ingredient in any Cairene coffee house, and water pipe ( sheesha ) and tea is even more popular. While considered ""old fashioned"" for a time, these places are again turning fashionable among younger crowds and even smoking a water-pipe is no longer a male-only pastime. Places vary from just a small affair—plastic chairs and tables put out on the street—to more elaborate cafes especially in upscale and tourist areas."
Cairo,Drink,,"When coffee was introduced to the Arab and Islamic world in the 1600s the Islamic clergy attempted to outlaw it. However people's cravings soon convinced the sheikhs against this, although even today the most pious followers of Islam would still avoid visiting an ´ahwa. For most Egyptian men however, it is an important social institution, usually near one's home and the local mosque or church. It is the place to chat, pick up the latest news, read the paper, watch a TV show or a soccer match, or simply people watch while puffing a waterpipe sheesha . Some say there are more than 20,000 coffee houses in Cairo. Today Downtown and Islamic Cairo are the best places to visit for a sampling of this essential part of Cairene life."
Cairo,Drink,,"For many, the sheesha or water pipe, is the main attraction of any visit to a Cairene coffee house. It is usually available in at least two varieties, mu´assal , pure tobacco, and tofâh , apple-flavored. Other fruit varieties are sometimes available. Coffee houses range from the more elaborately decorated to a simple counter and some plastic chairs and tables spread out in the street. Foreigners are invariably made welcome, although women might feel uncomfortable visiting coffee houses in traditional, poor areas of the city. However, in downtown and the tourist areas of Islamic Cairo single or women-only groups should not expect anything more than the ordinary hassle."
Cairo,Drink,,"Turkish coffee ( ´ahwe turki ) is served either sweet ( helwa ), medium sweet ( masbout ), with little sugar ( sukr khafeef ) or no sugar ( sâda ). Sweet means very sweet. Tea ( shai ) is served either as traditional loose tea ( kûshari , not to be confused with the Cairo macaroni-rice stample kushari ), known as dust tea in English, or in a tea bag. Most coffee shops usually offer fresh mint leaves to put in your tea, upon request. A range of soft drinks are usually available. Most typically you will find hibiscus tea ( karkadee ), served warm in the winter season and cold during the warmer parts of the year."
Cairo,Drink,,"During the hot Cairo summer, fruit juice stalls selling fresh juice (and occasionally fruit salads and other soft drinks) are a delight not to be missed. Basically these places sell fresh-pressed juice of whatever is in season. Typical choices include orange ( borto ' ân ), lemon ( lamūn ), mango ( manga ) and strawberry ( farawla ), guava ( gawafa ), pomegranate ( Rommân ). Prices and quality depend on season and availability. These places are spread out around the city and available at almost all the places tourists typically visit and in all local residential districts. Traditional coffee houses or fruit juice stalls might sell all or some of these drinks."
Cairo,Drink,,"A health reminder Use extra care if you choose to consume beverages from fruit stalls. In general, food handling procedures are not up to Western food sanitation standards. Some vendors mix their fruit juices with less-than-perfect tap-water."
Cairo,Drink,,"Modern cafes and patisseries are spread out around the city. Typically they serve light food like sandwiches and salad in addition to espresso-based coffees and pastries. Many of these places are chains, like Cilantro, Beanos, Cinnabon, Orangette, the Bakery and Coffee Roastery. Most of these places, including all the chains mentioned above, offer wireless internet connection as well. International chains such as Costa Coffee and Starbucks are also widely available throughout Cairo."
Cairo,Drink,,"For the capital of a Muslim country, Cairo is relatively liberal when it comes to the consumption of alcohol. A wide range of bars and dance clubs is available, basically in every major hotel, and some are open 24/7. If you would like to explore the less fancy drinking places in Cairo, Downtown is definitely the place to go. Upscale nightspots are found in and around the Zamalek area"
Cairo,Drink,,"A social institution When coffee was introduced to the Arab and Islamic world in the 1600s the Islamic clergy attempted to outlaw it. However people's cravings soon convinced the sheikhs against this, although even today the most pious followers of Islam would still avoid visiting an ´ahwa. For most Egyptian men however, it is an important social institution, usually near one's home and the local mosque or church. It is the place to chat, pick up the latest news, read the paper, watch a TV show or a soccer match, or simply people watch while puffing a waterpipe sheesha . Some say there are more than 20,000 coffee houses in Cairo. Today Downtown and Islamic Cairo are the best places to visit for a sampling of this essential part of Cairene life."
Cairo,Drink,Traditional coffee houses,"Cairo remains one of the best cities in the world to sample the traditional coffee house culture of the region. They are called maqhâ in Standard Arabic, but in the local dialect this is turned into ´ahwa . The Turkish coffee remains an invariable ingredient in any Cairene coffee house, and water pipe ( sheesha ) and tea is even more popular. While considered ""old fashioned"" for a time, these places are again turning fashionable among younger crowds and even smoking a water-pipe is no longer a male-only pastime. Places vary from just a small affair—plastic chairs and tables put out on the street—to more elaborate cafes especially in upscale and tourist areas."
Cairo,Drink,Traditional coffee houses,"When coffee was introduced to the Arab and Islamic world in the 1600s the Islamic clergy attempted to outlaw it. However people's cravings soon convinced the sheikhs against this, although even today the most pious followers of Islam would still avoid visiting an ´ahwa. For most Egyptian men however, it is an important social institution, usually near one's home and the local mosque or church. It is the place to chat, pick up the latest news, read the paper, watch a TV show or a soccer match, or simply people watch while puffing a waterpipe sheesha . Some say there are more than 20,000 coffee houses in Cairo. Today Downtown and Islamic Cairo are the best places to visit for a sampling of this essential part of Cairene life."
Cairo,Drink,Traditional coffee houses,"For many, the sheesha or water pipe, is the main attraction of any visit to a Cairene coffee house. It is usually available in at least two varieties, mu´assal , pure tobacco, and tofâh , apple-flavored. Other fruit varieties are sometimes available. Coffee houses range from the more elaborately decorated to a simple counter and some plastic chairs and tables spread out in the street. Foreigners are invariably made welcome, although women might feel uncomfortable visiting coffee houses in traditional, poor areas of the city. However, in downtown and the tourist areas of Islamic Cairo single or women-only groups should not expect anything more than the ordinary hassle."
Cairo,Drink,Traditional coffee houses,"Turkish coffee ( ´ahwe turki ) is served either sweet ( helwa ), medium sweet ( masbout ), with little sugar ( sukr khafeef ) or no sugar ( sâda ). Sweet means very sweet. Tea ( shai ) is served either as traditional loose tea ( kûshari , not to be confused with the Cairo macaroni-rice stample kushari ), known as dust tea in English, or in a tea bag. Most coffee shops usually offer fresh mint leaves to put in your tea, upon request. A range of soft drinks are usually available. Most typically you will find hibiscus tea ( karkadee ), served warm in the winter season and cold during the warmer parts of the year."
Cairo,Drink,Traditional coffee houses,"A social institution When coffee was introduced to the Arab and Islamic world in the 1600s the Islamic clergy attempted to outlaw it. However people's cravings soon convinced the sheikhs against this, although even today the most pious followers of Islam would still avoid visiting an ´ahwa. For most Egyptian men however, it is an important social institution, usually near one's home and the local mosque or church. It is the place to chat, pick up the latest news, read the paper, watch a TV show or a soccer match, or simply people watch while puffing a waterpipe sheesha . Some say there are more than 20,000 coffee houses in Cairo. Today Downtown and Islamic Cairo are the best places to visit for a sampling of this essential part of Cairene life."
Cairo,Drink,Fruit juice stalls,"During the hot Cairo summer, fruit juice stalls selling fresh juice (and occasionally fruit salads and other soft drinks) are a delight not to be missed. Basically these places sell fresh-pressed juice of whatever is in season. Typical choices include orange ( borto ' ân ), lemon ( lamūn ), mango ( manga ) and strawberry ( farawla ), guava ( gawafa ), pomegranate ( Rommân ). Prices and quality depend on season and availability. These places are spread out around the city and available at almost all the places tourists typically visit and in all local residential districts. Traditional coffee houses or fruit juice stalls might sell all or some of these drinks."
Cairo,Drink,Fruit juice stalls,"A health reminder Use extra care if you choose to consume beverages from fruit stalls. In general, food handling procedures are not up to Western food sanitation standards. Some vendors mix their fruit juices with less-than-perfect tap-water."
Cairo,Drink,Modern cafes and pastry shops,"Modern cafes and patisseries are spread out around the city. Typically they serve light food like sandwiches and salad in addition to espresso-based coffees and pastries. Many of these places are chains, like Cilantro, Beanos, Cinnabon, Orangette, the Bakery and Coffee Roastery. Most of these places, including all the chains mentioned above, offer wireless internet connection as well. International chains such as Costa Coffee and Starbucks are also widely available throughout Cairo."
Cairo,Drink,Nightlife,"For the capital of a Muslim country, Cairo is relatively liberal when it comes to the consumption of alcohol. A wide range of bars and dance clubs is available, basically in every major hotel, and some are open 24/7. If you would like to explore the less fancy drinking places in Cairo, Downtown is definitely the place to go. Upscale nightspots are found in and around the Zamalek area"
Cairo,Sleep,,"Cairo has a tremendous range of accommodation, from low-rent budget hotels downtown to five-star palaces along the Nile. See individual district articles for hotel listings."
Cairo,Sleep,,You can also stay in an accommodation in Giza directly at an entrance to the pyramid area. Many of these accommodations have a pyramid view.
Cairo,Stay safe,,"Scams against tourists are almost a national sport, though they're usually obvious. A good rule of thumb is that if someone approaches you on the street, they're trying to scam you. Don't talk to them. Common scams are:"
