city,country,continent,section,subsection,text
London,United Kingdom,Europe,Districts,Central London,"City of London ( Bank of England, Museum of London, Tower Bridge, Tower of London, St Paul's Cathedral ) The City is where London originally developed within the Roman city walls and is a city in its own right, separate from the rest of London. It is now one of the most important financial centres in the world, and an area where modern skyscrapers stand next to medieval churches on ancient street layouts."
London,United Kingdom,Europe,Districts,Central London,"Covent Garden ( Covent Garden Piazza, London Transport Museum, Royal Opera House ) One of the main shopping and entertainment districts, and part of London's West End Theatreland."
London,United Kingdom,Europe,Districts,Central London,"Holborn-Clerkenwell ( Hatton Garden, Inns of Court, Royal Courts of Justice, Sadler's Wells, Somerset House ) Buffer zone between the West End and the City of London financial district, and the home of English Common Law."
London,United Kingdom,Europe,Districts,Central London,"Leicester Square ( National Gallery, National Portrait Gallery, Piccadilly Circus, Trafalgar Square ) A West End district that is the centre of London's Theatreland, features UK and world cinema premieres and is also home to the city's Chinatown."
London,United Kingdom,Europe,Districts,Central London,"Mayfair-Marylebone ( London Zoo, Madame Tussauds, Regent's Park, Royal Academy of Arts, Wallace Collection ) Some extremely well-heeled districts of west central London with London's primary shopping streets, among them Bond Street, Oxford Street, Regent Street and Savile Row."
London,United Kingdom,Europe,Districts,Central London,"Notting Hill-North Kensington ( Design Museum, Holland Park, Museum of Brands, Portobello Road Market ) Lively fruit and antiques market, interesting history, the world famous carnival and a very ethnically diverse population"
London,United Kingdom,Europe,Districts,Central London,"Paddington-Maida Vale ( Abbey Road, Little Venice, Lord's Cricket Ground ) Largely residential district of northwest central London with lots of mid-range accommodation, famous for its canal and houseboats."
London,United Kingdom,Europe,Districts,Central London,"Soho ( Carnaby Street, Soho Square ) Dense concentration of highly fashionable restaurants, cafés, clubs and  jazz bars, as well as London's gay village all mixed in with a cluster of sex shops and seedier adult entertainment venues."
London,United Kingdom,Europe,Districts,Central London,"South Bank ( Borough Market, British Film Institute, London Eye, National Theatre, Shakespeare's Globe Theatre, Tate Modern, The Shard ) This was historically the location of the activities frowned upon by the Puritans who exiled theatre, cock-fighting and bear fights from the original walled City of London to the other side of the Thames."
London,United Kingdom,Europe,Districts,Central London,"South Kensington-Chelsea ( Kensington Palace, Kensington Gardens, Natural History Museum, Royal Albert Hall, Science Museum, Victoria and Albert Museum ) An extremely well-heeled inner London district with famous department stores, Hyde Park, many museums and the King's Road."
London,United Kingdom,Europe,Districts,Central London,"Westminster ( Buckingham Palace, Downing Street, Horse Guards, Houses of Parliament, Tate Britain, Westminster Abbey, Westminster Cathedral ) The seat of government and an almost endless list of historical and cultural sights. Relax in one of two beautiful Royal parks, Green Park and St James's Park"
London,United Kingdom,Europe,Districts,Inner London,"Camden ( British Library, Camden Town Markets, Jewish Museum, King's Cross and St Pancras International stations ) A diverse area of north London that includes eclectic Camden Town, a hub of alternative fashion and youth-oriented markets."
London,United Kingdom,Europe,Districts,Inner London,"East End ( Brick Lane, Columbia Road Flower Market, Docklands, Petticoat Lane Market, Spitalfields Market, Young V&A ) A traditional working class heartland of inner London to the east of The City, made famous by countless movies and TV shows. Once the stalking ground of Jack the Ripper, now home to hipster-y bars, art galleries and parks, and an extremely diverse population."
London,United Kingdom,Europe,Districts,Inner London,"Greenwich ( London cable car, Maritime Greenwich, Prime Meridian, Royal Observatory, The O2 Arena ) On the pretty southern banks of the Thames is an area with strong links to Britain's seafaring heritage and breathtaking views across to Canary Wharf."
London,United Kingdom,Europe,Districts,Inner London,"Hackney ( Hackney Empire, London Fields, Museum of the Home, Victoria Park ) Hackney has become fashionable and is home to a thriving arts scene as well as many trendy cafés, bars, and pubs."
London,United Kingdom,Europe,Districts,Inner London,"Hammersmith and Fulham ( Chelsea FC, Fulham FC, Fulham Palace, Shepherd's Bush Empire, Westfield White City ) Well-heeled Thames-side borough in west London which is a hotbed for professional football and diverse shopping experiences."
London,United Kingdom,Europe,Districts,Inner London,"Hampstead ( Freud Museum, Highgate Cemetery, Keats House, Kenwood House, Primrose Hill ) Literary north London and the wonderful open spaces of Hampstead Heath."
London,United Kingdom,Europe,Districts,Inner London,Islington ( Arsenal FC ) Area to the north of Clerkenwell that has undergone huge gentrification since 1990.
London,United Kingdom,Europe,Districts,Inner London,"Lambeth ( Imperial War Museum, Lambeth Palace, The Old Vic, The Oval Cricket Ground ) A diverse multicultural district to the south of the River Thames; includes LGBT-friendly Vauxhall , more middle class Clapham and the Caribbean flavours of Brixton ."
London,United Kingdom,Europe,Districts,Inner London,"Southwark-Lewisham ( Crystal Palace Park, Dulwich Picture Gallery, Horniman Museum ) Inner southern districts of London; traditionally residential, with a large melting pot of communities. The area retains some leftfield, quirky attractions. You can find a restaurant from just about any ethnic group in the world."
London,United Kingdom,Europe,Districts,Inner London,"Wandsworth ( Battersea Park, Battersea Power Station, Clapham Common, London Wetland Centre ) Grand Thames-side areas and open green parks to the north, and dense housing to the south."
London,United Kingdom,Europe,Districts,Outer London,"Richmond-Kew ( Bushy Park, Hampton Court Palace, National Archives, Richmond Park, Royal Botanic Gardens, Twickenham Stadium ) Leafy Thames-side scenery with a semi-rural feel which is helped by the presence of major parkland and numerous large aristocratic residences."
London,United Kingdom,Europe,Districts,Outer London,"Wimbledon ( All England Lawn Tennis and Croquet Club, New Wimbledon Theatre, Wimbledon Lawn Tennis Museum ) Home to the annual tennis Championships and wombling Wimbledon Common."
London,United Kingdom,Europe,Districts,Outer London,"North ( Alexandra Palace, Highgate Wood, Neasden Temple, RAF Museum, Tottenham Hotspur FC, Wembley Stadium ) Largely made up of lush green middle-class suburbs, many of which were formerly part of the counties of Middlesex, Hertfordshire and Buckinghamshire before being absorbed into Greater London."
London,United Kingdom,Europe,Districts,Outer London,"South ( Chessington World of Adventures, Chislehurst Caves, Down House ) Containing many commuter suburbs formerly belonging to the counties Kent and Surrey with housing in varying styles, as well as the buzzing urban centres of Sutton , Kingston upon Thames , Croydon and Bromley ."
London,United Kingdom,Europe,Districts,Outer London,"East ( City Airport, Queen Elizabeth Olympic Park, West Ham United FC, Westfield Stratford City ) Originally part of the county of Essex, taking in former industrial areas on the upper Thames Estuary, while to the northeast lies the gateway to the affluent Epping Forest area."
London,United Kingdom,Europe,Districts,Outer London,"West ( Chiswick House, Heathrow Airport, Musical Museum, Osterley Park, Syon Park ) Taking in much of the ancient English county of Middlesex (which many local residents still identify with rather than ""London"") and former parts of Buckinghamshire."
London,United Kingdom,Europe,See,,"I have sailed the world, beheld its wonders From the Dardanelles to the mountains of Peru But there's no place like London!"
London,United Kingdom,Europe,See,,"—Stephen Sondheim, Sweeney Todd"
London,United Kingdom,Europe,See,,"London can be stressful with kids – check London with children for slightly less stressful sightseeing. However, it is a breeze with children over 7."
London,United Kingdom,Europe,See,,"Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others."
London,United Kingdom,Europe,See,,"London is a huge city, so all individual listings are in the appropriate district articles and only an overview is presented here."
London,United Kingdom,Europe,See,,"Central London hosts an outstanding collection of world-class museums and galleries, several of truly iconic status."
London,United Kingdom,Europe,See,,"Even better, London is unique among global capitals in that the majority of the museums have no entrance charges, allowing visitors to make multiple visits with ease. Special or temporary exhibitions usually attract an admission charge."
London,United Kingdom,Europe,See,,London museums and galleries with no general admission charge (free entry!) include:
London,United Kingdom,Europe,See,,"Aside from these world famous establishments, there is an almost unbelievable number of minor museums in London covering a very diverse range of subjects. The British Government lists over 240 genuine museums in the city. A few notable examples:"
London,United Kingdom,Europe,See,,"The ""green lungs"" of London are the many parks , great and small, scattered throughout the city including Hyde Park , St James Park and Regent's Park . Most of the larger parks have their origins in royal estates and hunting grounds and are still owned by the Crown, despite their public access."
London,United Kingdom,Europe,See,,"English Heritage runs the Blue Plaques programme in London. Blue Plaques celebrate great figures of the past and the buildings that they inhabited. These are among the most familiar features of the capital’s streetscape and adorn the façades of buildings across the city. Since the first plaque was erected in 1867, the number has grown steadily and there are now more than 800. Recipients are as diverse as Wolfgang Amadeus Mozart, Sigmund Freud, Charles de Gaulle, Jimi Hendrix and Karl Marx. Look out for these around the city."
London,United Kingdom,Europe,See,,"Whereas some London museums offer free entry, some other top London attractions are ridiculously expensive. For example, entry to Westminster Abbey costs £20 per person (adult), and entry to the Tower is £21.50 per adult if bought online (2017). These prices can be sometimes mitigated by a purchase of London Pass, which needs to be done at the London Pass website . The pass comes in several varieties and gives access to over 60 attractions, including both Westminster Abbey and the Tower. For example, a day pass costs £62 for an adult (2017). The best strategy, if one wants to visit several expensive high-profile attractions, is to buy a day pass and to try visiting all of them in the same day. This requires some advanced planning and will not give you much time at each place you visit - for example, it can take an hour on public transport to travel between the Tower of London and London Zoo."
London,United Kingdom,Europe,See,,"Buckingham Palace . The London residence of the King, in Westminster . Open for tours during the summer months only (in 2022 - from Jul 22 to Sep 30; tickets - https://tickets.rct.uk/product/date ), but a must-see sight even if you don't go in. (Tube: Green Park). Changing of the Guard spans three locations: Buckingham Palace, St James’s Palace and Wellington Barracks, and usually begins at 10:43 (check https://changing-guard.com/dates-buckingham-palace.html for details)."
London,United Kingdom,Europe,See,,"London Eye . The world's fourth-largest observation wheel, on the South Bank of the Thames with magnificent views over London. (Tube: Waterloo)"
London,United Kingdom,Europe,See,,Marble Arch is a white Carrara marble monument designed by John Nash. It is located in the middle of a huge traffic island at one of the busiest intersections in central London where Oxford Street meets Park Lane in Mayfair . (Tube: Marble Arch)
London,United Kingdom,Europe,See,,"Piccadilly Circus is one of the most photographed sights in London. The Shaftesbury Memorial, topped by the statue of Anteros (now popularly identified as Eros), stands proudly in the middle of Piccadilly Circus while the north eastern side is dominated by a huge, iconic neon advertising hoarding. Occasionally there will be scaffolding or fencing around the Eros statue in order to protect it during times when large crowds are anticipated. (Tube: Piccadilly Circus)"
London,United Kingdom,Europe,See,,"St Paul's Cathedral , also in the City , is Sir Christopher Wren's great accomplishment, built after the 1666 Great Fire of London - the great dome is still seated in majesty over the City. A section of the dome has such good acoustics that it forms a ""Whispering Gallery"". There is also a viewing area that offers views of the surrounding area including the Millennium Bridge that lies nearby. (Tube: St Paul's)"
London,United Kingdom,Europe,See,,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)"
London,United Kingdom,Europe,See,,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)"
London,United Kingdom,Europe,See,,"Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)"
London,United Kingdom,Europe,See,,"Westminster Abbey and the Palace of Westminster , including the Elizabeth Tower (the clock tower commonly known by the name of its bell, Big Ben ) and the Houses of Parliament , in Westminster . The seat of the United Kingdom parliament and World Heritage site, as well as setting for royal coronations since 1066, including Queen Elizabeth II in 1953. The Palace of Westminster is open to the public only for viewing parliamentary debates, tours of the building are available in July – August when Parliament is away on summer recess. Westminster Abbey also has a restaurant and a café that both serve good food. (Tube: Westminster)"
London,United Kingdom,Europe,See,,"30 St Mary Axe or The Gherkin , a peculiarly-shaped 180 m (590 ft) building in the City. There is no public access to the building itself but it can be viewed from the roads and small paved areas directly in front of and behind the building . Security guards can be overzealous in this area and you may be asked to move on or stop taking photographs if you are doing so (although this may seem overbearing, it is private land and they can ask you to leave if they wish). Commanding views of this building can also be obtained from public roads near the site such as Leadenhall Street . Of minor interest to history fans is an inscription on Bury Street dedicated to a young Roman girl who was found buried here by archaeologists in 1995 . Her remains were moved to the Museum of London while the Gherkin was being constructed, and were reburied in 2007 at the original site. (Tube: Aldgate)"
London,United Kingdom,Europe,See,,"The Shard . A futuristic triangular skyscraper in South Bank that dominates the London skyline and is the tallest building in the UK. There is a viewing deck on the 72nd floor that is open to the public, tickets for which must be booked via the website. There are also restaurants and the expensive luxury hotel Shangri-La on the lower floors. (Tube: London Bridge)"
London,United Kingdom,Europe,See,,"The Walkie-Talkie / 20 Fenchurch Street, although it has been voted as one of London's ugliest skyscrapers, has a large rooftop garden which affords great views over the Thames and south side of the river. This garden is free to visit, however, it is necessary to book well in advance due to high demand, especially in the summer months. (Tube: Monument)"
London,United Kingdom,Europe,See,,"British Museum (Tube: Holborn)—a treasure trove of world cultures from across the ages, on par with the Paris Louvre and New York's Metropolitan Museum"
London,United Kingdom,Europe,See,,National Gallery (Tube: Charing Cross)—houses the national collection of paintings in the Western European tradition from the 13th to the 19th centuries
London,United Kingdom,Europe,See,,National Portrait Gallery (Tube: Charing Cross)
London,United Kingdom,Europe,See,,Victoria and Albert Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,,Natural History Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,,Science Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,,"Tate Modern (Tube: Southwark, Blackfriars)"
London,United Kingdom,Europe,See,,Tate Britain (Tube: Pimlico)
London,United Kingdom,Europe,See,,Wallace Collection (Tube: Marble Arch)
London,United Kingdom,Europe,See,,London Transport Museum (Tube: Covent Garden)
London,United Kingdom,Europe,See,,Museum of London (Tube: Barbican or St. Paul's)
London,United Kingdom,Europe,See,,Museum of London Docklands (DLR: West India Quay)
London,United Kingdom,Europe,See,,The Royal Museums Greenwich : (DLR: Cutty Sark) Royal Observatory National Maritime Museum Cutty Sark
London,United Kingdom,Europe,See,,Royal Observatory
London,United Kingdom,Europe,See,,National Maritime Museum
London,United Kingdom,Europe,See,,Cutty Sark
London,United Kingdom,Europe,See,,"Hyde Park and adjoining Kensington Gardens make up a huge open space in central London and are very popular for picnics. Within Kensington Gardens, the Diana, Princess of Wales, Memorial Playground is a free playground for young children featuring a huge wood pirate ship. (Tube: High Street Kensington, Marble Arch, Green Park or Hyde Park Corner)"
London,United Kingdom,Europe,See,,"Regent's Park is a wonderful open park in the northern part of central London. On the northern edge is London Zoo. (Tube: Camden Town, Regent's Park)"
London,United Kingdom,Europe,See,,St James's Park has charming and romantic gardens ideal for picnics and for strolling around. St. James's Park is situated between Buckingham Palace on the west and Horse Guards Parade on the east.
London,United Kingdom,Europe,See,,"Hampstead Heath is a huge open green space in north London. It's not a tended park as such and is remarkably wild for a metropolitan city location. The views from the Parliament Hill area of the heath overlooking the city skyline are quite stunning. (Tube: Hampstead, Overground: Hampstead Heath, Gospel Oak)"
London,United Kingdom,Europe,See,,"Battersea Park is a public park in the London Borough of Wandsworth, on the south bank of the Thames, and contains a Japanese pagoda."
London,United Kingdom,Europe,See,,"Richmond Park is a huge green space, with a thriving deer population. Excellent place for cycling. (Tube: Richmond then Bus 65 or 371)"
London,United Kingdom,Europe,See,,"Bushy Park , near to Hampton Court Palace, is the second-largest park in London. More low-key than its larger cousin, Richmond Park, it too has a large deer population. Bushy Park contains numerous ponds, bridleways, two allotments, and at its northern edge, the National Physical Laboratory."
London,United Kingdom,Europe,See,,"Holland Park is a public park in the Royal Borough of Kensington and Chelsea, in west London. It covers about 22 hectares and contains two Japanese gardens - the Kyoto Garden (1991) and Fukushima Memorial Garden (2012), a youth hostel, a children's playground, squirrels and peacocks. The closest Tube station is Holland Park on the Central line."
London,United Kingdom,Europe,See,,London South Bank Walk
London,United Kingdom,Europe,See,,Walk the London Wall
London,United Kingdom,Europe,See,,"For a selection of walks across London, look at London on foot ."
London,United Kingdom,Europe,See,,“
London,United Kingdom,Europe,See,,"I have sailed the world, beheld its wonders From the Dardanelles to the mountains of Peru But there's no place like London!"
London,United Kingdom,Europe,See,,”
London,United Kingdom,Europe,See,,"—Stephen Sondheim, Sweeney Todd"
London,United Kingdom,Europe,See,,"London with children London can be stressful with kids – check London with children for slightly less stressful sightseeing. However, it is a breeze with children over 7."
London,United Kingdom,Europe,See,,"Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others."
London,United Kingdom,Europe,See,Landmarks,"Buckingham Palace . The London residence of the King, in Westminster . Open for tours during the summer months only (in 2022 - from Jul 22 to Sep 30; tickets - https://tickets.rct.uk/product/date ), but a must-see sight even if you don't go in. (Tube: Green Park). Changing of the Guard spans three locations: Buckingham Palace, St James’s Palace and Wellington Barracks, and usually begins at 10:43 (check https://changing-guard.com/dates-buckingham-palace.html for details)."
London,United Kingdom,Europe,See,Landmarks,"London Eye . The world's fourth-largest observation wheel, on the South Bank of the Thames with magnificent views over London. (Tube: Waterloo)"
London,United Kingdom,Europe,See,Landmarks,Marble Arch is a white Carrara marble monument designed by John Nash. It is located in the middle of a huge traffic island at one of the busiest intersections in central London where Oxford Street meets Park Lane in Mayfair . (Tube: Marble Arch)
London,United Kingdom,Europe,See,Landmarks,"Piccadilly Circus is one of the most photographed sights in London. The Shaftesbury Memorial, topped by the statue of Anteros (now popularly identified as Eros), stands proudly in the middle of Piccadilly Circus while the north eastern side is dominated by a huge, iconic neon advertising hoarding. Occasionally there will be scaffolding or fencing around the Eros statue in order to protect it during times when large crowds are anticipated. (Tube: Piccadilly Circus)"
London,United Kingdom,Europe,See,Landmarks,"St Paul's Cathedral , also in the City , is Sir Christopher Wren's great accomplishment, built after the 1666 Great Fire of London - the great dome is still seated in majesty over the City. A section of the dome has such good acoustics that it forms a ""Whispering Gallery"". There is also a viewing area that offers views of the surrounding area including the Millennium Bridge that lies nearby. (Tube: St Paul's)"
London,United Kingdom,Europe,See,Landmarks,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)"
London,United Kingdom,Europe,See,Landmarks,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)"
London,United Kingdom,Europe,See,Landmarks,"Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)"
London,United Kingdom,Europe,See,Landmarks,"Westminster Abbey and the Palace of Westminster , including the Elizabeth Tower (the clock tower commonly known by the name of its bell, Big Ben ) and the Houses of Parliament , in Westminster . The seat of the United Kingdom parliament and World Heritage site, as well as setting for royal coronations since 1066, including Queen Elizabeth II in 1953. The Palace of Westminster is open to the public only for viewing parliamentary debates, tours of the building are available in July – August when Parliament is away on summer recess. Westminster Abbey also has a restaurant and a café that both serve good food. (Tube: Westminster)"
